"id_serie";"model_name";"model_group";"metric";"value"
"Q4764";"PROPHET";"Prophet";"smape";1.149691
"Q4764";"PROPHET";"Prophet";"mase";8.031279
"Q4764";"PROPHET";"Prophet";"rmsse";4.498323
"Q6752";"NAIVE";"Naive";"smape";4.241898
"Q6752";"NAIVE";"Naive";"mase";4.964551
"Q6752";"NAIVE";"Naive";"rmsse";2.336978
"Q6752";"SNAIVE [4]";"Naive";"smape";5.968196
"Q6752";"SNAIVE [4]";"Naive";"mase";6.909419
"Q6752";"SNAIVE [4]";"Naive";"rmsse";3.086922
"Q6752";"ARIMA(0,2,1)(0,0,1)[4]";"Arima_Seas";"smape";1.456655
"Q6752";"ARIMA(0,2,1)(0,0,1)[4]";"Arima_Seas";"mase";1.72986
"Q6752";"ARIMA(0,2,1)(0,0,1)[4]";"Arima_Seas";"rmsse";0.800312
"Q6752";"ETS(M,A,N)";"EXP_smoothing__TBATS";"smape";1.111507
"Q6752";"ETS(M,A,N)";"EXP_smoothing__TBATS";"mase";1.320932
"Q6752";"ETS(M,A,N)";"EXP_smoothing__TBATS";"rmsse";0.609952
"Q6752";"THETA METHOD";"EXP_smoothing__TBATS";"smape";3.399804
"Q6752";"THETA METHOD";"EXP_smoothing__TBATS";"mase";3.998158
"Q6752";"THETA METHOD";"EXP_smoothing__TBATS";"rmsse";1.872241
"Q6752";"BATS(0.193, {1,2}, 1, -)";"EXP_smoothing__TBATS";"smape";0.67052
"Q6752";"BATS(0.193, {1,2}, 1, -)";"EXP_smoothing__TBATS";"mase";0.797234
"Q6752";"BATS(0.193, {1,2}, 1, -)";"EXP_smoothing__TBATS";"rmsse";0.388783
"Q6752";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"smape";1.168798
"Q6752";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"mase";1.387124
"Q6752";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"rmsse";0.62019
"Q6752";"SEASONAL DECOMP: ARIMA(4,2,1)";"SLTM";"smape";1.45393
"Q6752";"SEASONAL DECOMP: ARIMA(4,2,1)";"SLTM";"mase";1.726168
"Q6752";"SEASONAL DECOMP: ARIMA(4,2,1)";"SLTM";"rmsse";0.785044
"Q6752";"PROPHET";"Prophet";"smape";1.098094
"Q6752";"PROPHET";"Prophet";"mase";1.306656
"Q6752";"PROPHET";"Prophet";"rmsse";0.624579
"Q6752";"H2O AUTOML - GBM";"H2O";"smape";102.959702
"Q6752";"H2O AUTOML - GBM";"H2O";"mase";80.896634
"Q6752";"H2O AUTOML - GBM";"H2O";"rmsse";34.898746
"Q16137";"NAIVE";"Naive";"smape";10.657421
"Q16137";"NAIVE";"Naive";"mase";4.697049
"Q16137";"NAIVE";"Naive";"rmsse";2.170242
"Q16137";"SNAIVE [4]";"Naive";"smape";16.11516
"Q16137";"SNAIVE [4]";"Naive";"mase";6.872396
"Q16137";"SNAIVE [4]";"Naive";"rmsse";2.981199
"Q16137";"ARIMA(1,2,3)(0,0,2)[4]";"Arima_Seas";"smape";2.136321
"Q16137";"ARIMA(1,2,3)(0,0,2)[4]";"Arima_Seas";"mase";0.953103
"Q16137";"ARIMA(1,2,3)(0,0,2)[4]";"Arima_Seas";"rmsse";0.447326
"Q16137";"ETS(M,A,N)";"EXP_smoothing__TBATS";"smape";3.815884
"Q16137";"ETS(M,A,N)";"EXP_smoothing__TBATS";"mase";1.740208
"Q16137";"ETS(M,A,N)";"EXP_smoothing__TBATS";"rmsse";0.772333
"Q16137";"THETA METHOD";"EXP_smoothing__TBATS";"smape";9.275163
"Q16137";"THETA METHOD";"EXP_smoothing__TBATS";"mase";4.120125
"Q16137";"THETA METHOD";"EXP_smoothing__TBATS";"rmsse";1.901131
"Q16137";"BATS(0.006, {0,0}, 1, -)";"EXP_smoothing__TBATS";"smape";3.010496
"Q16137";"BATS(0.006, {0,0}, 1, -)";"EXP_smoothing__TBATS";"mase";1.374439
"Q16137";"BATS(0.006, {0,0}, 1, -)";"EXP_smoothing__TBATS";"rmsse";0.607905
"Q16137";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"smape";3.708309
"Q16137";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"mase";1.693027
"Q16137";"SEASONAL DECOMP: ETS(M,A,N)";"SLTM";"rmsse";0.75686
"Q16137";"SEASONAL DECOMP: ARIMA(4,2,2)";"SLTM";"smape";1.313407
"Q16137";"SEASONAL DECOMP: ARIMA(4,2,2)";"SLTM";"mase";0.600321
"Q16137";"SEASONAL DECOMP: ARIMA(4,2,2)";"SLTM";"rmsse";0.292542
"Q16137";"PROPHET";"Prophet";"smape";13.910804
"Q16137";"PROPHET";"Prophet";"mase";6.007913
"Q16137";"PROPHET";"Prophet";"rmsse";2.564243
